positiveRatio,price,storeName,title
98%,1333.00,APPLE聚石专卖店,APPLE苹果 蓝牙耳机airpods无线耳机 原装iPhoneX/8/7手机耳机 AirPods【2代】无线充电AirPods【2代】无线充电
98%,118.00,耐尔金自营旗舰店,耐尔金（NILLKIN）磁吸车载无线充电器QI快充10W支架 适用于iPhone XR/XS Max/华为/三星/小米9 二代C款黑色
95%,35.00,斐亚德旗舰店,苹果7/8/6/6s防偷看钢化膜防窥膜iPhone 7/8plus水凝膜手机贴膜前后膜背膜防指纹蓝光 苹果7/8【黑色防窥膜-抗指纹】1片装-钢化膜苹果7/8【黑色防窥膜-抗指纹】1片装-钢化膜
95%,66.00,乐仕泰自营旗舰店,乐仕泰 苹果充电器套装 手机充电线头+平板电脑数据线适用iPhoneXS/max/X/7/8 苹果充电头+数据线
98%,18.80,绿联旗舰店,绿联 透明手机壳适用iPhone XR苹果XR手机 硅胶全包边气囊防摔保护套超薄男女款软壳 情侣同款 iphone XR气囊手机壳【软壳】iphone XR气囊手机壳【软壳】
96%,29.90,奥多金自营旗舰店,奥多金 苹果XSmax手机壳 气囊防摔透明全包保护套软壳 适用于苹果iPhone XS Max手机套 【送2片全屏钢化膜】防摔手机壳
100%,258.00,征酷自营旗舰店,【自营弹窗版】征酷 苹果无线蓝牙耳机适用iPhone7/8/X/XR/Max手机双耳 千元1:1弹窗版丨无线充电丨智能触控-Sir语音
100%,238.00,泊菲客数码专营店,泊菲客 苹果x手机壳iphonex手机套磨砂半透明苹果10全包边保护套防摔男女款十裸机 半透黑 iPhone X磨砂保护壳
94%,15.90,伊莱科旗舰店,伊莱科 苹果iphone拆机工具6件套装 螺丝刀套装组合 维修手机6合一螺丝批T5T6五角螺丝刀
100%,38.00,网易严选官方旗舰店,网易严选 钢铁侠 iPhone像素风手机壳 漫威 苹果手机保护套 透明男女款 iPhone X/XSiPhone X/XS
100%,39.00,凯彩自营旗舰店,【送全屏钢化膜】凯彩 苹果7p/8plus/手机壳iPhone 7p/8p手机外壳硅胶防摔套 红色7p/8p通用【5.5英寸】【送钢化膜】
98%,39.00,摩斯维旗舰店,【买一送一】摩斯维 苹果8/7/6s钢化膜iphone8/plus全屏覆盖防窥偷看膜玻璃膜手机保护膜 黑色【全屏覆盖-钻石高清膜】买一送一 苹果7plus/苹果8plus通用黑色【全屏覆盖-钻石高清膜】买一送一
100%,88.00,豪智数码旗舰店,豪智 苹果手机耳机线控Lightning接口入耳式iPhone7/8P/X/XR/Xs MAX通用
87%,49.00,木木数码专营店,雷珞克 i7无线运动蓝牙耳机 适用于iPhone华为小米oppo 苹果手机通用 白色超小迷你蓝牙双耳 【白色mini】5.0双耳通话/中文提示音/不闪灯【白色mini】5.0双耳通话/中文提示音/不闪灯
100%,88.00,珍格数码旗舰店,珍格苹果xsmax手机壳水钻新款iphoneXs满钻XR镶钻金属边框苹果x闪粉膜指环网红防摔带钻潮女 苹果X/Xs【玫瑰金】恶魔之眼+闪膜+指环苹果X/Xs【玫瑰金】恶魔之眼+闪膜+指环
97%,28.00,斯雷克数码专营店,毅美 苹果6手机壳外壳6s带指环支架6sp磁铁六男款磁吸车载iPhone6splus磨砂ip6超薄蓝 苹果6/6s【蓝色】磁吸指环款苹果6/6s【蓝色】磁吸指环款
97%,28.00,韩能旗舰店,苹果8plus手机壳全包防摔硬壳超薄个性创意iPhone6s/7plus8潮牌保护套时尚磨砂抖音女款 苹果7/8 plus 百分 绿色苹果7/8 plus 百分 绿色
100%,38.00,倍克贝克旗舰店,倍克贝克 iPhone xr手机壳 苹果xs手机套苹果xs max保护套x时尚创意全包防摔外壳网红潮 苹果XR【金色】时光女神苹果XR【金色】时光女神
97%,29.00,摩米士自营旗舰店,摩米士（MOMAX）苹果XS Max手机壳 新iPhoneXS Max全包防摔透明保护套TPU晶莹钻石纹理边框软壳6.5英寸
98%,39.90,Snowkids自营旗舰店,Snowkids 苹果数据线 自营iphone充电线快充加长电源线大白1.2米 适用苹果7/5/6splus/8/X10/原装品质快充1.2米白
96%,6.80,沃尼森数码专营店,惠舟 苹果5s手机壳保护套/透薄款 适用于iPhone5/5s/SE 清水套-透明壳清水套-透明壳
100%,48.00,港恩手机配件专营店,飚爱 苹果7/8手机壳 iPhone8p/7plus夜光玻璃保护套软边硅胶时尚全包防摔软潮个性男女款 【灵鹿】夜光玻璃壳 iPhone7P/8Plus
98%,198.00,贝克拉旗舰店,贝克拉 苹果xsmax手机套硅胶保护套iPhone xs max轻薄透明软壳苹果x全包防摔男女款 苹果 XsMax【新金色】-6.5英寸苹果 XsMax【新金色】-6.5英寸
97%,25.00,倍思（Baseus）自营旗舰店,倍思(Baseus)苹果安卓二合一数据线适用micro苹果iphoneX/8/7/6s/Plus/iPad/oppo华为vivo充电器线 1.2米 黑
99%,69.00,绿联自营旗舰店,绿联 MFi认证 Xs Max/XR/X/8苹果数据线 手机USB充电器电源线 通用iphone5/6s/7Plus/ipad 1.5米 40480红
98%,45.00,品丰堂配件专营店,REMAX 手机散热器风扇苹果小米通用支架游戏手柄降温器 iphone x吃鸡神器oppo华为冷却 黑色
96%,29.00,江铭自营旗舰店,江铭 苹果X手机壳iPhoneXs保护套女款卡通Xs时尚个性保护壳动物乐园 苹果X 动物乐园
94%,29.00,江铭自营旗舰店,江铭 苹果7手机壳iPhone8保护套女款卡通时尚个性保护壳树下猫 苹果7/8 树下猫
99%,69.00,汇惠数码专营店,品胜for苹果平板电脑ipad2 ipad3充电器老款iphone4S手机 2A充电头+数据线套装 适用老款ipad2/ipad3/加长版1.5米
99%,29.00,倍思旗舰店,倍思 iPhone6数据线苹果6s加长5s手机7Plus充电线8X器弯头快充iphonex冲电游戏 王者弯头手游指示灯数据线【红色】2米王者弯头手游指示灯数据线【红色】2米
100%,39.00,摩斯维旗舰店,【军工防摔】摩斯维 苹果X/XR/XSMax手机壳iPhone xr保护套全包防摔软壳硅胶男气囊女款 苹果X/Xs【军工防摔·全包软壳】送钢化膜-黑色苹果X/Xs【军工防摔·全包软壳】送钢化膜-黑色
99%,4.90,乐接自营旗舰店,乐接LEJIE Xs Max/XR/X/8苹果数据线/移动电源短线 支持iphone6s/7Plus/ipad快充 极光银LUIC-2050F「极光银」
99%,39.90,小笨鱼旗舰店,小笨鱼 苹果8手机壳iphone8 plus/7/6s/6plus炫光电镀玻璃壳防摔新款变色保护套 更好的自己+送钢化膜 苹果7/8更好的自己+送钢化膜
97%,369.00,浩瀚稳定器旗舰店,浩瀚 iSteady 手机稳定器 手持云台三轴陀螺仪 volg抖音拍摄gopro小蚁运动相机平衡器 浩瀚三代标配浩瀚三代标配
98%,168.00,SPIGEN自营旗舰店,spigen苹果iPhone Xs Max/XR/Xs无线快充充电器Qi无线快充三星S10/S9+/Note9华为mate20p30pro手机无线充电器
95%,13.80,鸿伟科数码专营店,鸿伟科 360度旋转车用手机架 车载 懒人吸盘苹果iphone56S4三星导航手机支架子 可伸缩吸盘支架-黑色
97%,168.00,尚品天承数码专营店,Marchic 苹果x手机壳透明iphonexsmax/xs/xr超薄玻璃防摔双面玻璃万磁王抖音同款 苹果X/XS红色 9H双面钢化玻璃苹果X/XS红色 9H双面钢化玻璃
99%,168.00,颖果数码旗舰店,颖果 苹果手机CF卡读卡器 多合一SD卡/TF卡 iphone/ipad单反相机套件 otg转接头线 苹果-单向传输【可插TF卡+SD卡+CF卡】苹果-单向传输【可插TF卡+SD卡+CF卡】
100%,88.00,朗斯狄旗舰店,朗斯狄 iPhone苹果X/Xs/XR/Max手机壳荔枝纹保护套真皮进口头层牛皮革防摔三包手机皮套 iPhoneX中国红【送全屏钢化膜】iPhoneX中国红【送全屏钢化膜】
100%,59.00,鑫楚天数码专营店,公牛充电器头快充iPhoneXs Max/XR/8plus/6s/7华为小米苹果安卓平板通用防止过充 【9V2A快充】＋送 苹果&安卓三合一线
99%,39.00,英悦手机配件旗舰店,英悦 苹果X/XR/XSMax手机壳iPhone7/8Plus液态硅胶液体全包防摔软壳软胶女男保护套 【粉红色】苹果官网·液态硅胶 苹果X/XS（5.8寸）【粉红色】苹果官网·液态硅胶
99%,65.00,绿联旗舰店,绿联 苹果数据线MFi认证充电线通用iphoneX/Xs Max/XR/876手机ipad平板快充线 lightning数据线 牛仔蓝 1.5米
98%,23.80,索聚旗舰店,索聚 苹果7plus钢化膜全屏覆盖 iPhone 6s/7/8plus 弯曲全屏手机玻璃贴膜非水凝膜 苹果7P/8PLUS通用【5D】【白色】苹果7P/8PLUS通用【5D】【白色】
90%,19.90,嘉泽数码专营店,手机散热器风扇降温神器散热贴小米oppo华为苹果iphone通用水冷式退热器 扇热风扇1个
100%,32.00,红硕官方旗舰店,红硕 iphone xr手机壳玻璃套防摔全包边苹果XR轻薄透气可爱卡通女款镜面玻璃手机保护套 橙色大眼人 苹果xr
93%,15.90,ELECALL自营旗舰店,伊莱科 （ELECALL）螺丝批 6合一螺丝刀套装组合 iphone手机维修拆机工具 苹果三星小米拆机起子 6001
97%,16.00,朗力祥家居建材专营店,ATH开关插座 明装二位USB插座面板苹果iPhone充电器接口墙壁插座金色 220V
99%,58.00,锐舞旗舰店,锐舞 车载手机支架强磁吸盘空调出风口汽车用iphone苹果6s/7/8 plus华为导航 【亮黑色】仪表台粘贴式-送两片同色贴片
99%,19.90,卡斐乐官方自营旗舰店,卡斐乐 苹果/Type-c/安卓数据线三合一快充手机充电线iPhoneX/XR/8小米9华为p30/pro三星电源线 1.3米黑色三合一数据线1.3米黑色
100%,59.00,亿脉数码专营店,AORO 适用于雅马哈电钢琴连接ipad/iphone电子琴midi键盘OTG转接线 适合苹果全部
98%,79.00,帷格旗舰店,帷格 真皮手机腰包男穿皮带竖款华为5.5/6.5寸头层牛皮跑步单层苹果6S/7/8 plus薄软
96%,28.80,YENIGHT哇哦拼购专卖店,YENIGHT潮牌夏日麻叶苹果X手机壳Airpods1/2时尚iPhoneXS Max/XR软壳8p 绿色麻叶 苹果7plus/8plus(5.5寸)绿色麻叶
99%,188.00,iDiskk自营官方旗舰店,iDiskk无线蓝牙耳机苹果iphone7/8/X Air迷你运动跑步商务双耳入耳式5.0苹果/华为/安卓通用月光白
97%,109.00,麦盘(bandisk)自营旗舰店,麦盘（bandisk） 64GB USB3.0苹果U盘 Plus-X高速版 银色 苹果官方MFI认证iPhone/iPad双接口手机电脑两用U盘3.0苹果手机U盘MFI认证版
98%,29.00,YJING旗舰店,易京(YJING) iPhoneX手机壳防摔苹果X保护套全包硅胶软壳 适用于iphonexs 气囊透明+挂绳+软膜
96%,15.00,摩奇思自营旗舰店,摩奇思(mokis)苹果数据线充电线移动电源短线iphoneXS/MAX/XR/8/7/6/5/plus/ipad 14CM 白色
98%,15.90,山泽数码自营旗舰店,山泽 苹果充电器 安卓手机USB数据线充电插头 5V/1A快速电源适配器 支持iphoneXs Max/XR/X/8/8Plus5V/1A充电头【白色】
97%,59.00,咪咕手机配件自营旗舰店,咪咕 iPhone Xs Max手机壳苹果保护套神偷奶爸小黄人正版 玻璃壳硅胶全包防摔保护套 欢聚系列欢聚系列-黄色
100%,110.00,奇际旗舰店,奇际【好货】苹果XR手机壳iphonexr硅胶壳硅胶透明软壳iphone xr _渐变红_裸机手感_送钢化膜
98%,59.00,玛曼旗舰店,苹果数据线 玛曼原装手机快充电线6/plus iphoneX/7/8/iPad
99%,118.00,创耐尚旗舰店,AUNC 苹果耳机手机线控入耳式适用iPhone5/6s/7p/8plus/X/XSMax/XR 扁口适用苹果8/7/XMax/XR创耐尚原装正品 扁口适用苹果8/7/XMax/XR创耐尚原装正品
98%,3.01,肯茂旗舰店,肯茂 苹果X/Xs/Xr手机壳 iphoneX/Xs/Xr/XsMax 全包透明壳纯黑色磨砂保护套 还原裸机手感*全透明软壳 苹果XR（6.1英寸）还原裸机手感*全透明软壳
100%,58.00,佳德数码专营店,BOSSESWAY苹果X手机壳抖音同款万磁王iPhone8/7/6/6splus保护套磁吸全包防摔 透明黑 苹果X透明黑
98%,59.00,紫峰通达数码专营店,【限量加送线】品胜苹果快充套装2A手机充电器iphoneXR苹果6s plus充电器7P/8P数据线 2A快充头+苹果678XR线1米2A快充头+苹果678XR线1米
96%,9.90,摩古旗舰店,摩古 苹果iPhone6s/7/8 plus钢化膜全屏覆盖丝印三强硬边防爆手机膜 4.7英寸 7/8 ---丝印【亮黑色】1片装4.7英寸 7/8 ---丝印【亮黑色】1片装
98%,48.00,歌乐华旗舰店,歌乐华 苹果8手机壳iphone 8plus/7/6s/6plus防摔夜光玻璃壳镜面潮男女款保护套 7/8星光+送钢化膜7/8星光+送钢化膜
96%,12.80,闪电数码专营店,今舞 苹果7/8手机壳超薄磨砂iphone7/8plus全包防摔半软硬壳女男款商务PP硅胶外壳保护套 iphone7P/8P-5.5寸通用-透明黑iphone7P/8P-5.5寸通用-透明黑
96%,49.00,毕亚兹(BIAZE)自营旗舰店,毕亚兹 苹果x钢化膜 iphonex钢化膜后膜 全屏覆盖 曲面玻璃背膜/背贴 iphone x手机高清防爆保护膜 JM399白
99%,45.00,洛夫特官方旗舰店,洛夫特 苹果x手机壳iPhonex女款软硅胶防摔粉色8x全包防摔iphone xsmax卡通可爱xs 【苹果x/xs】【北欧蓝】饿龙萌小呆【苹果x/xs】【北欧蓝】饿龙萌小呆
100%,20.00,荣天生活服务专营店,高价回收二手手机回收苹果iphoneXmax/7puls8puls华为oppovivo手机回收笔记本
98%,50.00,品色数码专营店,品胜耳机入耳式耳麦运动跑步游戏音乐吃鸡电脑笔记本手机重低音有线耳机适用苹果iPhone小米华为魅族 苹果专用耳机苹果专用耳机
99%,9.90,梦音数码旗舰店,梦音iPhone6手机数据线苹果7/x/8/8p/6s/7Plus充电线ipad闪充冲5s车载ios 苹果针织数据线【快充不弹窗】黑色1米苹果针织数据线【快充不弹窗】黑色1米
98%,89.00,品胜自营旗舰店,品胜（PISEN）5000毫安移动电源/迷你充电宝超薄小巧可爱便携自带线-苹果专用 四喜丸子M1蜜桃粉苹果6s/X/7p5000毫安 苹果专用-蜜桃粉
94%,9.90,Snowkids自营旗舰店,Snowkids Sim卡还原卡托 多用套装 micro/nano 卡槽 适用于iPhone4S/5S/6/6S/7/7P三星/华为/魅族等还原卡托/卡槽套装
92%,23.80,玉邦手机配件专营店,【买碎包换】iPhone8钢化膜非全屏苹果7Plus磨砂抗蓝光玻璃膜防指纹游戏膜苹果8手机贴膜 5.5 苹果7P/8P【磨砂蓝光】2片装5.5 苹果7P/8P【磨砂蓝光】2片装
98%,24.80,闪魔旗舰店,闪魔 iphoneX/Xs手机壳 苹果X/Xs max全包保护超薄磨砂软壳 苹果XR防摔透明保护套 苹果XsMax【透黑磨砂壳】送钢化膜苹果XsMax【透黑磨砂壳】送钢化膜
97%,12.90,奥兰尼数码专营店,AORO 苹果XR手机防尘塞iPhonex/7/8Plus/xsmax金属取卡针充电数据口通用配件 【黑色】-【买2送1】【黑色】-【买2送1】
100%,198.00,名界旗舰店,名界iPhonexsmax手机壳车载磁吸带指环支架xr保护套xs外壳全包保护8plus男女款 透明 iPhone xs max 6.5寸
97%,69.00,泰迪珍藏自营旗舰店,泰迪珍藏 苹果x/xs手机壳iPhoneX/Xs卡通保护套 全包透明硅胶防摔软壳 泰迪公仔【可爱卡通★全包透明】泰迪公仔
97%,69.00,泰迪珍藏自营旗舰店,泰迪珍藏 苹果x/xs手机壳iPhoneX/Xs卡通保护套 全包透明硅胶防摔软壳 泰迪公仔【可爱卡通★全包透明】泰迪公仔
100%,156.00,LINE FRIENDS官方旗舰店,LINE FRIENDS 可妮兔1硬壳手机 iPhoneX 动漫女生时尚硅胶苹果手机壳 iPhone 7/8
100%,46.00,世通数码配件专营店,苹果手机读卡器iphonecf卡sd卡typec手机读卡器ipadProOTG多功能合一单反相机套件 苹果接口SD卡读卡器苹果接口SD卡读卡器
98%,9.90,瀛寰数码专营店,洛克（ROCK）苹果7/8手机壳 iphone7/8保护套 TPU轻薄硅胶带防尘塞软壳 7/8通用-4.7英寸-防尘塞-透明
97%,29.00,倍思旗舰店,倍思 type-c转lightning数据线x苹果usb-c充电线2A快充手机iphonex type-c转苹果2A快充数据线【蓝色】1米type-c转苹果2A快充数据线【蓝色】1米
99%,39.00,ROCK旗舰店,洛克（ROCK）iPhoneX/XR/XS手机壳苹果Max手机保护套全包气垫防摔硅胶软套男女抖音 iPhone XR【双层防摔】黑色iPhone XR【双层防摔】黑色
100%,25.90,柏奈儿旗舰店,柏奈儿 苹果iPhone6sPlus手机壳苹果6s/6plus手机壳保护套硅胶透明防摔软壳 苹果6p/6sp【气囊防摔壳】+送原装钢化膜
96%,29.90,斯泰克（STIGER）自营旗舰店,斯泰克 iPhoneXs max镜头圈/镜头膜套装 苹果XS max手机后摄像头钢化玻璃膜【镜头膜2片装+金属保护圈】【镜头膜2片装+保护圈】
96%,25.90,斯得弗自营旗舰店,斯得弗（STRYFER）苹果数据线 双弯头手机充电线 iPhoneX/6 s/7/8plus/ipad/SE快充吃鸡手游编织线1.5米 黑色双弯头黑色
93%,348.00,JQJQ手机配件自营旗舰店,JQJQ4.0苹果7 plus屏幕总成 iphone7 plus屏幕手机液晶屏内外屏维修更换 黑色(不带配件)黑色
99%,38.00,风宇旗舰店,风宇 我喜欢钱 苹果7plus手机壳情侣iPhonex镭射玻璃壳6s/8plus个性文字潮牌男女款 苹果6/6s-我喜欢钱 镭射苹果6/6s-我喜欢钱 镭射
96%,38.00,Freeson自营旗舰店,Freeson 苹果iPhone Xs Max液态硅胶手机壳保护套 苹果Xs Max防摔加绒手机套 亲肤触感 （6.5英寸）粉色粉色
100%,69.00,斯得弗自营旗舰店,斯得弗 苹果X/10手机壳保护套iPhoneX/10漫威复联正版授权全包软边皮革布纹防摔防滑防手汗保护壳-美国队长漫威正品【美国队长】
93%,45.00,倍思旗舰店,倍思 苹果耳机转接头iPhoneXSMAX/XR/8/7/6plus充电二合一音频转换器转接口 充电听歌线控-lightning+3.5mm-黑色充电听歌线控-lightning+3.5mm-黑色
98%,49.00,凯彩自营旗舰店,【送全屏钢化膜】凯彩苹果6p/6s plus手机壳iPhone6p/6s plus全包硅胶防摔保护套 6p/6splus通用【5.5英寸】-送全屏钢化膜
99%,32.00,最酷旗舰店,最酷苹果XR手机壳iPhone X保护套苹果xr超薄透气散热玻璃壳全包防摔男女款定制外壳 宝可梦【苹果XR】宝可梦【苹果XR】
96%,12.80,狼独侠数码专营店,【买二送一】涵讯 苹果手机防水袋防水套游泳包防水包潜水套iphone6s小米三星华为安卓等通用 大号款 颜色随机
100%,38.00,度卡斯旗舰店,iphone7plus/8plus表达壳小米5手机壳8青春版/play定制红米mix3保护套k20 苹果5/6来图定制【相遇 D15】 下单后请留言备注型号或找客服备注型号苹果5/6来图定制【相遇 D15】
99%,56.00,靓米电池旗舰店,靓米 苹果手机电池正品适用iphone7/6s/6plus/8p/x高容量手机电板内置电池更换 【iPhone4标准版】1420mAh【iPhone4标准版】1420mAh
98%,49.00,隆途手机配件专营店,锤子（smartisan）充电器插头4.0pd快充适用于坚果 苹果iphoneX/8/plus/XR 18W充电器 单独充电头
98%,25.00,依斯卡(ESK)自营旗舰店,依斯卡(ESK) iphone xs max钢化膜 一体全玻璃 iphone xs max手机膜高清透明防爆淡指纹贴膜 JM488一体全玻璃★高清防爆膜
66%,118.00,华南林氏数码专营店,AmanStino 推拉金属无边苹果手机壳iphone xs max手机壳玻璃壳防摔透明FN3 金色 iPhone Xs Max金色
97%,24.00,ESR自营旗舰店,亿色(ESR) iPhone 7 plus手机壳 苹果7plus手机壳/手机套 硅胶透明防摔软壳 苹什么系列 小恶魔
100%,48.00,锋浦旗舰店,龙珠超苹果x手机壳iphone8plus比克大魔王玻璃壳苹果xr七龙珠xsmax悟空xs日系动漫7p 龙珠超玻璃手机壳 5275# 下单请备注型号
99%,39.00,斯雷克数码专营店,毅美 苹果6s手机壳外壳带磁铁6p六男款隐形磁吸车载iPhone吸磁支架6splus磨砂ip6超薄 岩砂黑【套装】壳+车载支架 苹果6Plus-6S Plus（5.5寸）岩砂黑【套装】壳+车载支架
98%,59.00,毕亚兹自营官方旗舰店,毕亚兹 苹果xs max手机壳防摔全包iphone XS/XR/X指环支架磁吸外壳 潮壳吸附车载支架 【自带指环支架可磁吸】黑色 iPhone X/XS【自带指环支架可磁吸】黑色
99%,15.90,斯得弗自营旗舰店,斯得弗（STRYFER）苹果/Type-c/安卓数据线三合一快充手机充电线 iPhoneX/7/8plus 小米6华为p10电源线-红色(苹果/安卓/Type-c)三合一红色
98%,39.00,技格旗舰店,技格 苹果7/8手机膜水凝膜 液态纳米超薄高清保护软膜 iPhone7/8Plus防爆软钢化膜 7/8plus 5.5英寸 3D液态软膜（两片装）7/8plus 5.5英寸 3D液态软膜（两片装）
100%,50.00,潮瑟旗舰店,潮瑟 iphone X/XS/XAX镜头金属护盾 苹果x镜头保护圈iphone xs max镜头膜i 苹果 X 黑色(拍一发二)
96%,42.90,飚王自营旗舰店,飚王（SSK）圆形无线充电器 通用型支持苹果iphone/华为/小米等智能手机 快速充电/智能安全/轻巧便携
97%,99.00,ESCASE自营旗舰店,ESCASE 小米无线充电器苹果iPhoneXsMax/XR8适用原装小米mix2s三星S9华为Mate20 pro 锤子手机快充充电F13黑【7.5W/10W功率★布艺面料】黑色
99%,38.00,御宇数码专营店,倍量 苹果7/8手机壳女款挂绳iPhone8/7 plus软壳浮雕薄苹果8保护套全包防摔 白色小熊 苹果7/8（4.7英寸）白色小熊
100%,22.00,江铭自营旗舰店,江铭 苹果XR手机壳iPhoneXr保护套女款卡通时尚个性保护壳彩色河边 苹果XR  彩色河边
100%,45.00,恒进数码专营店,恒进二代苹果iphonex新款XS金属双面玻璃手机壳万磁王透明XsMax错色r网红边框全包保护防摔壳 紫黑色【双面玻璃】 iphoneX
97%,158.00,摩米士自营旗舰店,摩米士MOMAX苹果PD快充充电器Type-C+QC3.0双口快充头折叠充电插头36W 适用iPhoneXsMax/XR/MacBook等 白色
100%,28.00,倍思旗舰店,倍思 苹果数据线 手机便携式挂绳二合一电源线充电器线适用iphone xs/xr/8/7/plus 【苹果手机挂绳】2.4A 0.35米 波普黑【苹果手机挂绳】2.4A 0.35米 波普黑
100%,33.00,ROCK旗舰店,洛克（ROCK）苹果数据线L型手机充电线2A快充王者游戏弯头数据线适用于iPhoneX/10/8/6 2M 黑色【急速快充不挡手】2M 黑色【急速快充不挡手】
98%,145.00,第一卫旗舰店,第一卫iPhoneX/Xs/XR背夹式充电宝移动电源苹果xs max电池充电手机壳 苹果XR【磨砂黑】大容量苹果XR【磨砂黑】大容量
98%,32.00,酷盟KUMENG旗舰店,【送钢化膜】酷盟 iphone xr手机壳全包防摔iPhonexr外壳手机套硅胶苹果XR个性男支架潮 升级指环【炫酷黑】散热防摔-送钢化膜升级指环【炫酷黑】散热防摔-送钢化膜
100%,129.00,桐声手机配件专营店,suyuz 苹果蓝牙耳机5.0 双耳iphone无线耳机二代蓝牙苹果x XR XS MAX 8 7 黑色 拿起自动配对
97%,119.00,麦客办公专营店,飞利浦 aux音频线 苹果 iphone手机音频连接音箱线 3.5mm音频线接音响线MFI认证 车用 苹果MFI认证音频线（1.2米）
99%,29.00,依斯卡(ESK)自营旗舰店,依斯卡(ESK) 苹果7/8p手机壳 iPhone7/8p保护套 5.5英寸 全包防摔透明硅胶TPU软壳 转音壳 JK531-透白转音壳-透明白
99%,32.00,古鹿旗舰店,古鹿 苹果7/8手机壳 iPhone8/7plus玻璃壳防摔硅胶软全包男女新款个性潮牌抖音新年 做个俗人-7/8通用-4.7英寸做个俗人-7/8通用-4.7英寸
100%,256.00,绰星旗舰店,绰星 iphone xs max手机壳套炫酷金属边框防摔手机全包钢化玻璃背板保护壳苹果xs/xr硬壳 气质银-苹果xs Max
98%,159.00,锐能工具自营旗舰店,锐能(RAYENR)螺丝刀套装 77件精密螺丝批iphone苹果螺丝刀华为三星小米手机电脑维修拆机工具套装NR0112
99%,29.00,倍思（Baseus）自营旗舰店,倍思(Baseus)苹果数据线 可伸缩弹簧便携车载车充手机充电器线 适用iPhoneX/8/6S/6/7 Plus/5S/5/SE ipad 黑
98%,168.00,蔚蓝数码专营店,MIPOW充电宝手机便携自带苹果线迷你苹果MFI认证可爱小巧移动电源iPhone x/8/7/6 豆沙红(3000毫安）豆沙红(3000毫安）
99%,39.90,联诚达旗舰店,联诚达 苹果7plus手机壳iPhonex创意女款xsmax补妆8全包边硅胶6s手机套笑脸情侣XR 黄色笑脸 小镜面透明边 苹果7P/8P黄色笑脸 小镜面透明边
95%,9.90,远景新锐手机配件专营店,膜思维 苹果iPhone6s/7/8 plus钢化膜全屏覆盖丝印三强硬边防爆手机贴膜 5.5英寸6p/6sp【纯白色】1片装5.5英寸6p/6sp【纯白色】1片装
97%,69.00,罗马仕数码配件旗舰店,罗马仕苹果无线充电器支持iphone8/Plus/X/R/XsMax/三星/小米手机7.5W快充 7.5/10W无线快充
98%,29.90,凯普世自营官方旗舰店,凯普世 手机充电器套装 双口2.4A快充头+苹果Type-C数据线红色 iPhoneXS/max/87plus/华为P20/mate20荣耀10【红色】2.4A苹果&安卓充电套装
95%,59.00,斯泰克官方旗舰店,斯泰克 苹果耳机 适用于苹果iPhone6s/6plus/SE/5入耳式线控带唛耳塞3.5圆孔耳机 3.5mm苹果线控 【重低音升级版】3.5mm苹果线控 【重低音升级版】
99%,138.00,墨影手机通讯旗舰店,墨影 苹果x/xs/xr手机壳真皮防摔保护套iPhonex/xr/xs/max翻盖商务插卡全包皮套 苹果/iPhone X 真皮翻盖保护套 咖色苹果/iPhone X 真皮翻盖保护套 咖色
92%,45.00,雷珞克旗舰店,雷珞克 适用于苹果7耳机 iPhone7Plus/X/6/6S/8p入耳式手机耳塞转换头线控 iPhone7/8/x蓝牙款耳机-扁头iPhone7/8/x蓝牙款耳机-扁头
95%,58.00,友谷官方旗舰店,友谷智能断电苹果数据线 手机充电线器iPhone6s\7p\8plus\x\xs max ipad 【1.28米牛仔蓝】智能断电|万折不断友谷原装正品【1.28米牛仔蓝】智能断电|万折不断友谷原装正品
100%,22.00,年年顺数码专营店,十兵衛iPhone Xs Max手机壳苹果X防摔套XSMax新款带支架iPhoneX潮牌苹果XS 苹果x〖炫酷黑〗送全屏钢化膜【升级指环】
97%,19.90,幻响自营旗舰店,幻响（i-mu）苹果X/XS钢化膜 iPhone XS钢化膜真6D全屏不碎边高透耐刮防指纹全覆盖前膜-5.8英寸XS/X通用透明
98%,99.00,Anker自营旗舰店,Anker 苹果官方MFi认证 苹果数据线Xs Max/XR/X/8/7手机USB快充充电器线 适iphone5/6s/7Plus/ipad 1.8尼龙红
97%,39.00,依斯卡(ESK)自营旗舰店,依斯卡(ESK) iphone xs max钢化膜 全屏覆盖 抗蓝光 苹果xs max钢化膜 苹果xs max手机膜高清保护膜 JM495黑
96%,168.00,宇客旗舰店,宇客 苹果x手机壳iPhonex保护套金属硬超薄磨砂xr全包防摔Xs Max女xs硅胶潮牌透明8x男 iPhone x/xs【至尊黑】金属边框iPhone x/xs【至尊黑】金属边框
96%,168.00,宇客旗舰店,宇客 苹果x手机壳iPhonex保护套金属硬超薄磨砂xr全包防摔Xs Max女xs硅胶潮牌透明8x男 iPhone x/xs【至尊黑】金属边框iPhone x/xs【至尊黑】金属边框
85%,38.00,古匠旗舰店,古匠 苹果7/8耳机 iPhoneX音频转接线口耳机转接口3.5mm转换器 全兼容全功能苹果转接头 基础版-支持音乐视频
99%,48.00,英悦手机配件旗舰店,英悦 苹果6/7/8Plus手机壳iPhone6s保护套夜光7P潮牌男全包防摔硬壳6sp超薄网红发光 苹果7/8【黑色】夜光玻璃壳+送钢化膜苹果7/8【黑色】夜光玻璃壳+送钢化膜
